CREATED LOG FILE
Missing pdb_file values:
Series([], )
Features to remove: ['DockQ', 'pdb_file', 'pdb_id']
Output path: /home/as4643/palmer_scratch/Protein-Decoy-Detection-SVR/predictions_capri_grid_search/100_0.001.csv
DONE PREDICTING
 MAE_Train  MSE_Train  R2_Train  MAE_Test  MSE_Test   R2_Test  Gamma     C
  0.219217   0.091489 -0.014464  0.229081  0.102646 -0.052859  100.0 0.001
                            pdb_file  actual_DockQ  prediction
complex.30775_5_corrected_H_0001_T32         0.014    0.133439
complex.30860_6_corrected_H_0001_T32         0.009    0.113673
complex.30890_5_corrected_H_0001_T32         0.009    0.118430
complex.30909_0_corrected_H_0001_T32         0.011    0.157697
complex.31011_1_corrected_H_0001_T32         0.040    0.132426
complex.31062_4_corrected_H_0001_T32         0.015    0.122045
complex.31086_0_corrected_H_0001_T32         0.010    0.131312
complex.31093_8_corrected_H_0001_T32         0.019    0.124420
complex.31099_6_corrected_H_0001_T32         0.015    0.117257
complex.31107_4_corrected_H_0001_T32         0.042    0.144784
complex.31158_1_corrected_H_0001_T32         0.013    0.138167
complex.31166_6_corrected_H_0001_T32         0.007    0.140363
complex.31183_6_corrected_H_0001_T32         0.008    0.236073
complex.31199_5_corrected_H_0001_T32         0.029    0.177795
complex.31273_6_corrected_H_0001_T32         0.010    0.126056
complex.31307_9_corrected_H_0001_T32         0.011    0.126055
complex.31356_5_corrected_H_0001_T32         0.045    0.150045
 complex.3139_3_corrected_H_0001_T32         0.027    0.114553
complex.31410_4_corrected_H_0001_T32         0.044    0.110101
complex.31423_2_corrected_H_0001_T32         0.008    0.126903
complex.31426_6_corrected_H_0001_T32         0.011    0.105489
complex.31429_5_corrected_H_0001_T32         0.045    0.153981
complex.31441_9_corrected_H_0001_T32         0.024    0.112983
complex.31606_5_corrected_H_0001_T32         0.018    0.118010
complex.31704_4_corrected_H_0001_T32         0.010    0.154306
complex.31721_1_corrected_H_0001_T32         0.007    0.135754
complex.31905_9_corrected_H_0001_T32         0.011    0.145276
complex.31945_1_corrected_H_0001_T32         0.033    0.108237
complex.31945_3_corrected_H_0001_T32         0.010    0.107552
complex.31987_1_corrected_H_0001_T32         0.009    0.136376
complex.31998_9_corrected_H_0001_T32         0.022    0.168369
complex.32038_2_corrected_H_0001_T32         0.011    0.157089
complex.32084_1_corrected_H_0001_T32         0.016    0.143683
 complex.3210_7_corrected_H_0001_T32         0.014    0.154042
complex.32174_1_corrected_H_0001_T32         0.029    0.115204
complex.32229_3_corrected_H_0001_T32         0.039    0.150552
complex.32313_9_corrected_H_0001_T32         0.017    0.153967
complex.32370_7_corrected_H_0001_T32         0.010    0.136590
complex.32382_5_corrected_H_0001_T32         0.056    0.107182
complex.32385_7_corrected_H_0001_T32         0.031    0.107439
complex.32405_8_corrected_H_0001_T32         0.022    0.110924
complex.32539_9_corrected_H_0001_T32         0.011    0.217187
complex.32547_1_corrected_H_0001_T32         0.007    0.121442
complex.32553_9_corrected_H_0001_T32         0.029    0.125577
complex.32568_7_corrected_H_0001_T32         0.014    0.147542
 complex.3256_5_corrected_H_0001_T32         0.009    0.148930
complex.32605_2_corrected_H_0001_T32         0.071    0.131384
complex.32640_0_corrected_H_0001_T32         0.011    0.117254
complex.32652_3_corrected_H_0001_T32         0.008    0.170576
complex.32674_6_corrected_H_0001_T32         0.010    0.154118
complex.32733_0_corrected_H_0001_T32         0.028    0.115179
 complex.3279_1_corrected_H_0001_T32         0.011    0.109001
complex.32987_7_corrected_H_0001_T32         0.007    0.153796
complex.33044_6_corrected_H_0001_T32         0.011    0.117052
complex.33078_8_corrected_H_0001_T32         0.039    0.107225
complex.33094_0_corrected_H_0001_T32         0.015    0.130251
complex.33146_1_corrected_H_0001_T32         0.007    0.134795
 complex.3316_9_corrected_H_0001_T32         0.032    0.185617
complex.33256_6_corrected_H_0001_T32         0.032    0.105049
complex.33326_6_corrected_H_0001_T32         0.018    0.177407
complex.33362_0_corrected_H_0001_T32         0.024    0.107204
complex.33391_2_corrected_H_0001_T32         0.014    0.135557
complex.33546_7_corrected_H_0001_T32         0.007    0.124882
complex.33556_1_corrected_H_0001_T32         0.010    0.110583
complex.33569_0_corrected_H_0001_T32         0.069    0.114855
complex.33603_4_corrected_H_0001_T32         0.009    0.108888
complex.33612_3_corrected_H_0001_T32         0.021    0.158353
complex.33669_9_corrected_H_0001_T32         0.038    0.110774
complex.33689_1_corrected_H_0001_T32         0.011    0.107072
 complex.3372_0_corrected_H_0001_T32         0.010    0.167581
complex.33810_6_corrected_H_0001_T32         0.017    0.193231
complex.33835_2_corrected_H_0001_T32         0.059    0.152512
complex.33843_6_corrected_H_0001_T32         0.055    0.109076
complex.33858_3_corrected_H_0001_T32         0.009    0.161371
complex.33863_7_corrected_H_0001_T32         0.011    0.113513
complex.33870_1_corrected_H_0001_T32         0.010    0.168377
complex.33932_2_corrected_H_0001_T32         0.032    0.141087
complex.33960_9_corrected_H_0001_T32         0.016    0.120102
complex.33985_4_corrected_H_0001_T32         0.007    0.145558
complex.34004_2_corrected_H_0001_T32         0.007    0.112558
complex.34025_4_corrected_H_0001_T32         0.009    0.133350
 complex.3419_1_corrected_H_0001_T32         0.014    0.113595
complex.34225_2_corrected_H_0001_T32         0.017    0.128101
complex.34229_3_corrected_H_0001_T32         0.007    0.144267
complex.34265_4_corrected_H_0001_T32         0.020    0.163577
complex.34289_2_corrected_H_0001_T32         0.012    0.150588
complex.34313_1_corrected_H_0001_T32         0.008    0.119666
complex.34349_3_corrected_H_0001_T32         0.010    0.118736
complex.34362_3_corrected_H_0001_T32         0.007    0.132460
 complex.3436_8_corrected_H_0001_T32         0.011    0.162610
complex.34433_5_corrected_H_0001_T32         0.010    0.166628
complex.34512_9_corrected_H_0001_T32         0.042    0.114216
complex.34552_3_corrected_H_0001_T32         0.018    0.136776
complex.34617_0_corrected_H_0001_T32         0.031    0.112561
complex.34678_5_corrected_H_0001_T32         0.013    0.151469
complex.34771_6_corrected_H_0001_T32         0.028    0.165070
complex.34820_3_corrected_H_0001_T32         0.013    0.157844
complex.34861_9_corrected_H_0001_T32         0.035    0.161977
complex.34970_9_corrected_H_0001_T32         0.013    0.155459
complex.34980_5_corrected_H_0001_T32         0.018    0.162884
complex.34991_3_corrected_H_0001_T32         0.006    0.120392
complex.35078_7_corrected_H_0001_T32         0.010    0.110449
complex.35082_4_corrected_H_0001_T32         0.040    0.225458
complex.35107_9_corrected_H_0001_T32         0.011    0.158145
complex.35189_8_corrected_H_0001_T32         0.041    0.110971
complex.35235_9_corrected_H_0001_T32         0.023    0.106296
complex.35252_6_corrected_H_0001_T32         0.010    0.119681
complex.35302_0_corrected_H_0001_T32         0.018    0.162951
complex.35308_0_corrected_H_0001_T32         0.009    0.151773
 complex.3534_3_corrected_H_0001_T32         0.028    0.127696
complex.35378_5_corrected_H_0001_T32         0.010    0.122872
complex.35380_8_corrected_H_0001_T32         0.051    0.126482
complex.35461_5_corrected_H_0001_T32         0.042    0.167633
complex.35574_0_corrected_H_0001_T32         0.027    0.109363
complex.35605_4_corrected_H_0001_T32         0.012    0.199395
complex.35681_3_corrected_H_0001_T32         0.044    0.159370
complex.35709_7_corrected_H_0001_T32         0.012    0.146492
complex.35737_2_corrected_H_0001_T32         0.009    0.109351
complex.35769_5_corrected_H_0001_T32         0.045    0.162903
complex.35785_6_corrected_H_0001_T32         0.009    0.106924
complex.35824_5_corrected_H_0001_T32         0.008    0.144099
 complex.3591_7_corrected_H_0001_T32         0.017    0.168752
complex.35935_1_corrected_H_0001_T32         0.010    0.108572
complex.35984_5_corrected_H_0001_T32         0.008    0.119158
complex.36229_6_corrected_H_0001_T32         0.031    0.130299
complex.36233_2_corrected_H_0001_T32         0.009    0.136591
complex.36286_0_corrected_H_0001_T32         0.018    0.128682
complex.36350_4_corrected_H_0001_T32         0.010    0.107031
complex.36393_6_corrected_H_0001_T32         0.008    0.164550
complex.36420_9_corrected_H_0001_T32         0.020    0.118466
 complex.3642_4_corrected_H_0001_T32         0.011    0.163045
 complex.3660_3_corrected_H_0001_T32         0.034    0.161471
complex.36638_0_corrected_H_0001_T32         0.012    0.107616
complex.36662_0_corrected_H_0001_T32         0.008    0.122240
complex.36670_5_corrected_H_0001_T32         0.045    0.150195
complex.36732_6_corrected_H_0001_T32         0.034    0.109283
complex.36742_2_corrected_H_0001_T32         0.011    0.123125
complex.36779_1_corrected_H_0001_T32         0.019    0.145906
complex.36806_7_corrected_H_0001_T32         0.014    0.125342
complex.36870_6_corrected_H_0001_T32         0.012    0.160913
complex.36892_4_corrected_H_0001_T32         0.007    0.145141
complex.36911_6_corrected_H_0001_T32         0.007    0.142566
complex.36977_0_corrected_H_0001_T32         0.013    0.139181
complex.36990_7_corrected_H_0001_T32         0.007    0.124649
 complex.3708_1_corrected_H_0001_T32         0.016    0.158298
complex.37153_0_corrected_H_0001_T32         0.009    0.145801
complex.37172_8_corrected_H_0001_T32         0.020    0.113335
 complex.3718_8_corrected_H_0001_T32         0.034    0.152856
complex.37256_7_corrected_H_0001_T32         0.013    0.119004
complex.37294_5_corrected_H_0001_T32         0.011    0.157663
complex.37322_8_corrected_H_0001_T32         0.058    0.118608
complex.37342_0_corrected_H_0001_T32         0.021    0.107158
complex.37388_0_corrected_H_0001_T32         0.007    0.129858
complex.37409_7_corrected_H_0001_T32         0.008    0.162704
complex.37472_9_corrected_H_0001_T32         0.019    0.150763
complex.37517_5_corrected_H_0001_T32         0.007    0.117336
complex.37526_9_corrected_H_0001_T32         0.010    0.144236
  complex.375_6_corrected_H_0001_T32         0.018    0.119214
complex.37613_1_corrected_H_0001_T32         0.013    0.141502
complex.37637_7_corrected_H_0001_T32         0.008    0.131828
complex.37683_0_corrected_H_0001_T32         0.008    0.157846
complex.37724_5_corrected_H_0001_T32         0.019    0.116620
complex.37793_8_corrected_H_0001_T32         0.014    0.148446
complex.37798_7_corrected_H_0001_T32         0.016    0.122526
complex.37800_8_corrected_H_0001_T32         0.011    0.116033
complex.37817_1_corrected_H_0001_T32         0.007    0.114127
complex.37867_9_corrected_H_0001_T32         0.008    0.111140
complex.37870_0_corrected_H_0001_T32         0.014    0.113843
complex.37871_5_corrected_H_0001_T32         0.032    0.113866
complex.37879_5_corrected_H_0001_T32         0.017    0.121235
complex.37935_4_corrected_H_0001_T32         0.009    0.150944
complex.37950_8_corrected_H_0001_T32         0.007    0.114224
complex.37977_4_corrected_H_0001_T32         0.030    0.114792
complex.38022_4_corrected_H_0001_T32         0.024    0.107471
complex.38081_2_corrected_H_0001_T32         0.066    0.109962
complex.38147_0_corrected_H_0001_T32         0.015    0.110855
complex.38190_5_corrected_H_0001_T32         0.019    0.170247
complex.38197_2_corrected_H_0001_T32         0.007    0.153784
complex.38227_0_corrected_H_0001_T32         0.011    0.126872
complex.38254_0_corrected_H_0001_T32         0.035    0.108347
complex.38279_5_corrected_H_0001_T32         0.023    0.172934
complex.38347_6_corrected_H_0001_T32         0.017    0.107585
complex.38365_0_corrected_H_0001_T32         0.022    0.146683
 complex.3838_0_corrected_H_0001_T32         0.009    0.166658
complex.38459_6_corrected_H_0001_T32         0.010    0.134670
complex.38488_0_corrected_H_0001_T32         0.037    0.108710
complex.38518_2_corrected_H_0001_T32         0.007    0.150159
complex.38568_7_corrected_H_0001_T32         0.026    0.185205
complex.38573_8_corrected_H_0001_T32         0.046    0.150707
complex.38676_7_corrected_H_0001_T32         0.016    0.140969
 complex.3878_7_corrected_H_0001_T32         0.028    0.125624
complex.38856_5_corrected_H_0001_T32         0.013    0.146242
complex.38878_4_corrected_H_0001_T32         0.010    0.117822
complex.38886_8_corrected_H_0001_T32         0.012    0.130111
complex.38940_0_corrected_H_0001_T32         0.012    0.161590
complex.38955_7_corrected_H_0001_T32         0.010    0.155622
complex.38968_3_corrected_H_0001_T32         0.007    0.174204
complex.39136_7_corrected_H_0001_T32         0.010    0.123280
complex.39196_4_corrected_H_0001_T32         0.019    0.106916
complex.39233_5_corrected_H_0001_T32         0.010    0.165127
 complex.3927_0_corrected_H_0001_T32         0.025    0.185472
 complex.3947_5_corrected_H_0001_T32         0.038    0.164412
complex.39550_1_corrected_H_0001_T32         0.010    0.111801
complex.39677_5_corrected_H_0001_T32         0.011    0.154687
complex.39693_4_corrected_H_0001_T32         0.008    0.149828
complex.39872_5_corrected_H_0001_T32         0.019    0.145848
complex.39980_1_corrected_H_0001_T32         0.021    0.163150
 complex.4006_3_corrected_H_0001_T32         0.020    0.156386
complex.40175_3_corrected_H_0001_T32         0.014    0.145343
 complex.4032_7_corrected_H_0001_T32         0.013    0.160897
complex.40448_7_corrected_H_0001_T32         0.020    0.119984
complex.40469_9_corrected_H_0001_T32         0.016    0.107971
complex.40507_2_corrected_H_0001_T32         0.028    0.128118
complex.40717_1_corrected_H_0001_T32         0.007    0.110866
complex.40737_9_corrected_H_0001_T32         0.023    0.109006
complex.40779_5_corrected_H_0001_T32         0.007    0.131048
complex.40797_4_corrected_H_0001_T32         0.020    0.121981
complex.40806_7_corrected_H_0001_T32         0.008    0.152769
complex.40864_4_corrected_H_0001_T32         0.008    0.113432
complex.40907_1_corrected_H_0001_T32         0.010    0.164854
complex.40929_8_corrected_H_0001_T32         0.015    0.136169
complex.41012_4_corrected_H_0001_T32         0.012    0.187670
complex.41023_5_corrected_H_0001_T32         0.017    0.118676
complex.41023_7_corrected_H_0001_T32         0.053    0.157677
complex.41051_4_corrected_H_0001_T32         0.019    0.128100
complex.41068_5_corrected_H_0001_T32         0.016    0.143120
complex.41070_3_corrected_H_0001_T32         0.009    0.119457
complex.41084_2_corrected_H_0001_T32         0.011    0.119335
 complex.4110_3_corrected_H_0001_T32         0.011    0.131504
complex.41288_3_corrected_H_0001_T32         0.017    0.112254
complex.41289_7_corrected_H_0001_T32         0.008    0.154512
complex.41303_5_corrected_H_0001_T32         0.009    0.123687
complex.41524_7_corrected_H_0001_T32         0.066    0.166111
complex.41575_7_corrected_H_0001_T32         0.024    0.120893
complex.41591_0_corrected_H_0001_T32         0.009    0.143928
complex.41728_7_corrected_H_0001_T32         0.019    0.112891
complex.41805_3_corrected_H_0001_T32         0.012    0.127663
complex.41871_1_corrected_H_0001_T32         0.009    0.108111
complex.41899_7_corrected_H_0001_T32         0.041    0.149434
complex.41980_7_corrected_H_0001_T32         0.010    0.144097
complex.42031_9_corrected_H_0001_T32         0.021    0.164862
complex.42202_5_corrected_H_0001_T32         0.013    0.110991
complex.42222_2_corrected_H_0001_T32         0.014    0.122595
complex.42283_4_corrected_H_0001_T32         0.043    0.107496
complex.42339_3_corrected_H_0001_T32         0.019    0.130375
complex.42339_6_corrected_H_0001_T32         0.020    0.145540
complex.42365_5_corrected_H_0001_T32         0.008    0.133168
complex.42400_4_corrected_H_0001_T32         0.009    0.112601
complex.42423_1_corrected_H_0001_T32         0.008    0.143437
complex.42438_1_corrected_H_0001_T32         0.008    0.195902
 complex.4243_0_corrected_H_0001_T32         0.020    0.107429
complex.42460_5_corrected_H_0001_T32         0.082    0.147822
complex.42500_7_corrected_H_0001_T32         0.016    0.138968
complex.42505_6_corrected_H_0001_T32         0.008    0.192955
complex.42520_0_corrected_H_0001_T32         0.016    0.157515
complex.42542_0_corrected_H_0001_T32         0.012    0.117544
complex.42603_3_corrected_H_0001_T32         0.011    0.146554
complex.42654_8_corrected_H_0001_T32         0.008    0.112005
 complex.4271_0_corrected_H_0001_T32         0.035    0.109850
complex.42742_8_corrected_H_0001_T32         0.010    0.153061
complex.42779_5_corrected_H_0001_T32         0.050    0.130888
complex.42793_4_corrected_H_0001_T32         0.017    0.136017
complex.42822_9_corrected_H_0001_T32         0.009    0.144493
complex.42825_0_corrected_H_0001_T32         0.012    0.131664
 complex.4284_4_corrected_H_0001_T32         0.022    0.130208
complex.43000_2_corrected_H_0001_T32         0.016    0.144498
 complex.4300_9_corrected_H_0001_T32         0.011    0.143538
complex.43045_5_corrected_H_0001_T32         0.014    0.140307
complex.43063_4_corrected_H_0001_T32         0.014    0.107104
complex.43074_3_corrected_H_0001_T32         0.012    0.163111
 complex.4315_1_corrected_H_0001_T32         0.009    0.143029
complex.43189_4_corrected_H_0001_T32         0.008    0.108096
complex.43235_3_corrected_H_0001_T32         0.007    0.106029
complex.43268_3_corrected_H_0001_T32         0.008    0.105380
 complex.4326_7_corrected_H_0001_T32         0.026    0.135985
complex.43385_2_corrected_H_0001_T32         0.090    0.145912
complex.43508_8_corrected_H_0001_T32         0.028    0.110146
complex.43561_6_corrected_H_0001_T32         0.010    0.110183
complex.43669_6_corrected_H_0001_T32         0.033    0.122197
complex.43800_1_corrected_H_0001_T32         0.011    0.106865
complex.43914_5_corrected_H_0001_T32         0.011    0.111554
complex.44018_5_corrected_H_0001_T32         0.034    0.149087
complex.44088_4_corrected_H_0001_T32         0.012    0.108406
complex.44116_8_corrected_H_0001_T32         0.008    0.155059
complex.44142_5_corrected_H_0001_T32         0.022    0.109407
complex.44162_5_corrected_H_0001_T32         0.015    0.106114
  complex.442_1_corrected_H_0001_T32         0.027    0.171291
complex.44358_8_corrected_H_0001_T32         0.031    0.136008
complex.44359_5_corrected_H_0001_T32         0.024    0.117827
complex.44390_8_corrected_H_0001_T32         0.012    0.179162
complex.44465_7_corrected_H_0001_T32         0.011    0.106365
complex.44481_8_corrected_H_0001_T32         0.044    0.156435
 complex.4450_3_corrected_H_0001_T32         0.009    0.163198
complex.44554_4_corrected_H_0001_T32         0.009    0.143223
 complex.4460_3_corrected_H_0001_T32         0.016    0.166995
complex.44617_2_corrected_H_0001_T32         0.009    0.110810
complex.44630_3_corrected_H_0001_T32         0.012    0.129819
complex.44688_5_corrected_H_0001_T32         0.012    0.159464
complex.44783_3_corrected_H_0001_T32         0.010    0.157347
complex.44842_3_corrected_H_0001_T32         0.014    0.191320
complex.44927_4_corrected_H_0001_T32         0.012    0.107446
 complex.4494_8_corrected_H_0001_T32         0.009    0.114942
complex.45063_5_corrected_H_0001_T32         0.009    0.107861
complex.45066_9_corrected_H_0001_T32         0.022    0.112191
complex.45110_1_corrected_H_0001_T32         0.029    0.110511
complex.45114_5_corrected_H_0001_T32         0.011    0.134070
complex.45154_9_corrected_H_0001_T32         0.072    0.186651
complex.45163_1_corrected_H_0001_T32         0.008    0.147397
complex.45168_4_corrected_H_0001_T32         0.013    0.119255
complex.45185_5_corrected_H_0001_T32         0.007    0.116934
complex.45247_5_corrected_H_0001_T32         0.007    0.123701
complex.45255_3_corrected_H_0001_T32         0.019    0.126467
complex.45269_6_corrected_H_0001_T32         0.009    0.127137
complex.45292_9_corrected_H_0001_T32         0.012    0.144704
complex.45427_6_corrected_H_0001_T32         0.019    0.119391
complex.45567_7_corrected_H_0001_T32         0.023    0.113384
complex.45696_4_corrected_H_0001_T32         0.007    0.113956
complex.45787_3_corrected_H_0001_T32         0.020    0.128296
complex.45799_2_corrected_H_0001_T32         0.016    0.190583
 complex.4587_9_corrected_H_0001_T32         0.022    0.110361
complex.45882_7_corrected_H_0001_T32         0.079    0.108979
complex.45920_2_corrected_H_0001_T32         0.031    0.114411
complex.45924_0_corrected_H_0001_T32         0.007    0.138654
complex.45950_9_corrected_H_0001_T32         0.008    0.115773
complex.45990_3_corrected_H_0001_T32         0.006    0.107820
complex.45997_3_corrected_H_0001_T32         0.025    0.115042
complex.46029_8_corrected_H_0001_T32         0.009    0.115373
complex.46057_1_corrected_H_0001_T32         0.089    0.164459
complex.46205_2_corrected_H_0001_T32         0.011    0.120298
complex.46222_9_corrected_H_0001_T32         0.014    0.129325
complex.46256_8_corrected_H_0001_T32         0.020    0.110810
complex.46270_8_corrected_H_0001_T32         0.012    0.114646
complex.46354_0_corrected_H_0001_T32         0.009    0.113468
complex.46358_3_corrected_H_0001_T32         0.027    0.115906
complex.46430_6_corrected_H_0001_T32         0.009    0.108188
complex.46470_8_corrected_H_0001_T32         0.007    0.110137
complex.46518_1_corrected_H_0001_T32         0.007    0.126677
complex.46548_4_corrected_H_0001_T32         0.009    0.107843
complex.46548_6_corrected_H_0001_T32         0.026    0.161994
complex.46591_5_corrected_H_0001_T32         0.012    0.108267
complex.46593_5_corrected_H_0001_T32         0.010    0.109122
complex.46660_7_corrected_H_0001_T32         0.009    0.136867
complex.46811_4_corrected_H_0001_T32         0.016    0.110947
complex.46821_9_corrected_H_0001_T32         0.007    0.122889
complex.46849_2_corrected_H_0001_T32         0.011    0.144682
complex.46940_9_corrected_H_0001_T32         0.009    0.161204
complex.47061_2_corrected_H_0001_T32         0.050    0.204389
complex.47184_0_corrected_H_0001_T32         0.047    0.178259
complex.47203_9_corrected_H_0001_T32         0.008    0.109394
complex.47223_2_corrected_H_0001_T32         0.007    0.114416
complex.47320_8_corrected_H_0001_T32         0.041    0.106705
complex.47333_7_corrected_H_0001_T32         0.010    0.171135
complex.47405_2_corrected_H_0001_T32         0.014    0.151114
complex.47455_6_corrected_H_0001_T32         0.018    0.156742
complex.47479_8_corrected_H_0001_T32         0.024    0.115432
complex.47499_2_corrected_H_0001_T32         0.047    0.112696
  complex.474_7_corrected_H_0001_T32         0.042    0.153600
complex.47507_5_corrected_H_0001_T32         0.010    0.119373
complex.47519_5_corrected_H_0001_T32         0.008    0.135181
complex.47535_5_corrected_H_0001_T32         0.013    0.113573
 complex.4757_9_corrected_H_0001_T32         0.011    0.174288
complex.47616_0_corrected_H_0001_T32         0.019    0.137148
complex.47657_9_corrected_H_0001_T32         0.024    0.107601
complex.47715_5_corrected_H_0001_T32         0.013    0.107584
complex.47834_3_corrected_H_0001_T32         0.008    0.110301
complex.47835_9_corrected_H_0001_T32         0.029    0.130497
complex.47861_0_corrected_H_0001_T32         0.009    0.111890
complex.47870_8_corrected_H_0001_T32         0.010    0.147945
complex.47907_4_corrected_H_0001_T32         0.049    0.108461
complex.47936_2_corrected_H_0001_T32         0.009    0.117641
complex.47936_8_corrected_H_0001_T32         0.012    0.121305
complex.47961_7_corrected_H_0001_T32         0.010    0.137168
complex.47979_7_corrected_H_0001_T32         0.009    0.132333
complex.48014_6_corrected_H_0001_T32         0.015    0.214188
complex.48025_1_corrected_H_0001_T32         0.010    0.136971
 complex.4803_1_corrected_H_0001_T32         0.028    0.111502
complex.48046_5_corrected_H_0001_T32         0.011    0.146553
complex.48076_8_corrected_H_0001_T32         0.008    0.145210
 complex.4809_5_corrected_H_0001_T32         0.017    0.161603
complex.48107_7_corrected_H_0001_T32         0.012    0.111756
complex.48149_8_corrected_H_0001_T32         0.011    0.145998
 complex.4817_2_corrected_H_0001_T32         0.024    0.132587
complex.48180_0_corrected_H_0001_T32         0.014    0.117909
complex.48267_0_corrected_H_0001_T32         0.021    0.125272
complex.48292_0_corrected_H_0001_T32         0.013    0.105781
complex.48312_5_corrected_H_0001_T32         0.009    0.150454
complex.48402_7_corrected_H_0001_T32         0.007    0.151562
complex.48448_0_corrected_H_0001_T32         0.095    0.145803
complex.48591_8_corrected_H_0001_T32         0.012    0.117673
complex.48606_7_corrected_H_0001_T32         0.011    0.135658
complex.48677_6_corrected_H_0001_T32         0.006    0.150154
complex.48703_8_corrected_H_0001_T32         0.008    0.152790
complex.48736_3_corrected_H_0001_T32         0.008    0.131273
complex.48829_9_corrected_H_0001_T32         0.007    0.112450
 complex.4886_5_corrected_H_0001_T32         0.024    0.165799
complex.48952_2_corrected_H_0001_T32         0.022    0.110768
complex.48958_6_corrected_H_0001_T32         0.011    0.128220
complex.49003_0_corrected_H_0001_T32         0.008    0.109345
 complex.4901_9_corrected_H_0001_T32         0.008    0.140830
complex.49031_1_corrected_H_0001_T32         0.009    0.109738
complex.49121_6_corrected_H_0001_T32         0.015    0.153370
 complex.4913_2_corrected_H_0001_T32         0.018    0.128421
complex.49181_4_corrected_H_0001_T32         0.046    0.173487
complex.49199_0_corrected_H_0001_T32         0.036    0.106371
complex.49205_0_corrected_H_0001_T32         0.013    0.110697
complex.49241_5_corrected_H_0001_T32         0.017    0.107690
complex.49260_8_corrected_H_0001_T32         0.008    0.139910
complex.49390_2_corrected_H_0001_T32         0.020    0.111448
complex.49526_0_corrected_H_0001_T32         0.015    0.110573
complex.49587_7_corrected_H_0001_T32         0.080    0.110983
complex.49629_9_corrected_H_0001_T32         0.011    0.111910
complex.49678_3_corrected_H_0001_T32         0.010    0.110744
complex.49730_4_corrected_H_0001_T32         0.020    0.110291
 complex.4973_3_corrected_H_0001_T32         0.028    0.160578
 complex.4982_3_corrected_H_0001_T32         0.027    0.168902
 complex.4985_4_corrected_H_0001_T32         0.010    0.113621
complex.49963_8_corrected_H_0001_T32         0.017    0.112645
complex.49976_9_corrected_H_0001_T32         0.008    0.114534
complex.49992_4_corrected_H_0001_T32         0.023    0.150312
complex.50010_0_corrected_H_0001_T32         0.019    0.108221
complex.50023_1_corrected_H_0001_T32         0.012    0.108808
complex.50041_6_corrected_H_0001_T32         0.014    0.108441
complex.50053_3_corrected_H_0001_T32         0.010    0.112642
complex.50056_1_corrected_H_0001_T32         0.009    0.112129
complex.50105_3_corrected_H_0001_T32         0.009    0.146644
complex.50135_6_corrected_H_0001_T32         0.012    0.109186
complex.50221_5_corrected_H_0001_T32         0.012    0.110794
complex.50263_8_corrected_H_0001_T32         0.007    0.118811
complex.50286_1_corrected_H_0001_T32         0.009    0.108850
complex.50292_8_corrected_H_0001_T32         0.013    0.168890
complex.50316_5_corrected_H_0001_T32         0.015    0.110266
complex.50331_0_corrected_H_0001_T32         0.027    0.109210
complex.50346_0_corrected_H_0001_T32         0.012    0.109635
 complex.5047_8_corrected_H_0001_T32         0.032    0.173291
complex.50480_1_corrected_H_0001_T32         0.010    0.116660
complex.50486_8_corrected_H_0001_T32         0.016    0.145914
complex.50507_3_corrected_H_0001_T32         0.012    0.121608
 complex.5067_5_corrected_H_0001_T32         0.022    0.172704
complex.50825_8_corrected_H_0001_T32         0.007    0.165526
 complex.5093_1_corrected_H_0001_T32         0.009    0.127174
complex.50975_6_corrected_H_0001_T32         0.017    0.108541
complex.50994_9_corrected_H_0001_T32         0.010    0.110525
complex.51149_8_corrected_H_0001_T32         0.009    0.115772
complex.51157_2_corrected_H_0001_T32         0.012    0.141533
complex.51167_8_corrected_H_0001_T32         0.010    0.152543
complex.51170_0_corrected_H_0001_T32         0.009    0.129396
complex.51188_1_corrected_H_0001_T32         0.009    0.121164
complex.51198_2_corrected_H_0001_T32         0.011    0.120365
complex.51248_9_corrected_H_0001_T32         0.008    0.143705
complex.51254_2_corrected_H_0001_T32         0.010    0.121962
complex.51268_6_corrected_H_0001_T32         0.011    0.156690
complex.51319_8_corrected_H_0001_T32         0.014    0.115054
complex.51335_1_corrected_H_0001_T32         0.008    0.130540
complex.51429_1_corrected_H_0001_T32         0.029    0.121020
complex.51606_2_corrected_H_0001_T32         0.008    0.107595
complex.51613_6_corrected_H_0001_T32         0.018    0.107298
complex.51639_4_corrected_H_0001_T32         0.034    0.161352
 complex.5163_2_corrected_H_0001_T32         0.016    0.134870
complex.51710_7_corrected_H_0001_T32         0.010    0.129745
complex.51778_4_corrected_H_0001_T32         0.043    0.126677
complex.51789_0_corrected_H_0001_T32         0.019    0.159538
complex.51854_3_corrected_H_0001_T32         0.013    0.166486
complex.51910_4_corrected_H_0001_T32         0.069    0.110054
complex.51995_2_corrected_H_0001_T32         0.009    0.154927
complex.52163_5_corrected_H_0001_T32         0.011    0.119737
complex.52169_4_corrected_H_0001_T32         0.012    0.120256
complex.52199_2_corrected_H_0001_T32         0.013    0.147326
complex.52206_9_corrected_H_0001_T32         0.018    0.119127
complex.52215_3_corrected_H_0001_T32         0.010    0.110555
complex.52226_1_corrected_H_0001_T32         0.012    0.140987
complex.52300_7_corrected_H_0001_T32         0.007    0.117789
complex.52317_7_corrected_H_0001_T32         0.012    0.105599
  complex.523_4_corrected_H_0001_T32         0.022    0.160374
